Fleet No,Reg Plate,Year,Model,Operator,Livery,Status,Notes
1,HF17 AZA,2017,Volvo B11R Plaxton Elite,Damory.png,Bluevectis.png,In Service,
2,HF17 AZB,2017,Volvo B11R Plaxton Elite,Damory.png,Bluevectis.png,In Service,
3,HF17 AZC,2017,Volvo B11R Plaxton Elite,Damory.png,Bluevectis.png,In Service,
4,HF17 AZD,2017,Volvo B11R Plaxton Elite,Damory.png,Bluevectis.png,In Service,
5,XEL 24,2018,Volvo B11R 9700,Damory.png,Excelsior.png,In Service,
6,XEL 31,2018,Volvo B11R 9700,Damory.png,Excelsior.png,In Service,
7,FJ17 PVY,2017,Mercedes-Benz Atego Plaxton Cheetah XL,Damory.png,Bluevectis.png,In Service,
11,HF70 CUW,2020,Alexander-Dennis Enviro400 MMC,Salisbury.png,SRNew.png,In Service,
12,YD23 FNA,2023,Yutong GT12,Damory.png,Excelsior.png,In Service,
13,YD23 FNE,2023,Yutong GT12,Damory.png,Excelsior.png,In Service,
14,YD23 FNH,2023,Yutong GT12,Damory.png,Excelsior.png,In Service,
15,BP24 GWM,2024,Volvo B8R MCV EvoTor,Damory.png,Excelsior.png,In Service,
16,BP24 GWN,2024,Volvo B8R MCV EvoTor,Damory.png,Excelsior.png,In Service,
17,BU74 YVF,2024,Volvo B8R MCV EvoTor,Damory.png,Excelsior.png,In Service,
18,BU74 YVG,2024,Volvo B8R MCV EvoTor,Damory.png,Excelsior.png,In Service,
101,HJ74 FKW,2024,Alexander-Dennis Enviro200 MMC,Swindon.png,Swindon.png,In Service,
102,HJ74 FKX,2025,Alexander-Dennis Enviro200 MMC,Swindon.png,Swindon.png,In Service,
105,MX13 AZV,2013,Alexander-Dennis Enviro200 Classic,Swindon.png,Swindon.png,In Service,
106,MX13 BBV,2013,Alexander-Dennis Enviro200 Classic,Swindon.png,Swindon.png,In Service,
107,MX13 BBZ,2013,Alexander-Dennis Enviro200 Classic,Swindon.png,Swindon.png,In Service,
108,YY16 YJE,2016,Alexander-Dennis Enviro200 Classic,More.png,More2017.png,In Service,
109,YY16 YJF,2016,Alexander-Dennis Enviro200 Classic,More.png,More2017.png,In Service,
216,OY16 JVK,2016,Alexander-Dennis Enviro200 Classic,Swindon.png,Swindon.png,In Service,
217,OY16 JVL,2016,Alexander-Dennis Enviro200 Classic,Swindon.png,Swindon.png,In Service,
218,OY16 JWA,2016,Alexander-Dennis Enviro200 Classic,Swindon.png,Swindon.png,In Service,
219,OY16 JVZ,2016,Alexander-Dennis Enviro200 Classic,Swindon.png,Swindon.png,In Service,
220,HF67 EUA,2018,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
221,HF67 EUB,2018,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
222,HF67 EUC,2018,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
223,HF67 EUD,2018,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
224,HF67 EUE,2018,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
225,HF67 EUH,2018,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
226,HF67 EUJ,2018,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
227,HF67 EUK,2018,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
228,HF67 EUL,2018,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
229,HF67 EUM,2018,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
230,HF67 EUN,2018,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
231,HF18 CGV,2018,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
232,HF18 CGX,2018,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
233,HF18 CGY,2018,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
234,HF18 CGZ,2018,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
235,HF18 CHC,2018,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
236,HF18 CHD,2018,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
237,HF18 CHG,2018,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
238,HF18 CHH,2018,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
239,HF18 CHJ,2018,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
240,HF18 CHK,2018,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
241,HF18 CHL,2018,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
242,HF18 CHN,2018,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
243,HF18 CHO,2018,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
244,HF18 CHV,2018,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
245,HF18 CHX,2018,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
246,HF18 CHY,2018,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
247,HF18 CHZ,2018,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
248,HF18 CJE,2018,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
249,HF18 CJJ,2018,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
250,HF18 CJO,2018,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
251,HF18 CJU,2018,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
252,HF18 CJV,2018,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
253,HF18 CJX,2018,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
254,HF18 CJY,2018,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
255,HF18 CJZ,2018,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
256,HF18 CKA,2018,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
257,HF18 CKC,2018,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
258,HF18 CKD,2018,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
259,HF18 CKE,2018,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
260,HF18 CKG,2018,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
261,YY17 GRX,2017,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
267,HF69 CMV,2019,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
268,HF69 CMX,2019,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
269,HF69 CMY,2019,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
270,HF69 CMZ,2019,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
271,HF69 CNA,2019,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
272,HF69 CNC,2019,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
273,HF69 CNE,2019,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
274,HF69 CNJ,2019,Alexander-Dennis Enviro200 MMC,More.png,More2017.png,In Service,
275,HF20 CVC,2020,Alexander-Dennis Enviro200 MMC,Swindon.png,BluestarOld.png,In Service,
276,HF20 CVH,2020,Alexander-Dennis Enviro200 MMC,Swindon.png,BluestarOld.png,In Service,
277,HF20 CVJ,2020,Alexander-Dennis Enviro200 MMC,Swindon.png,BluestarOld.png,In Service,
278,HF20 CVG,2020,Alexander-Dennis Enviro200 MMC,Swindon.png,BluestarOld.png,In Service,
279,HF20 CVE,2020,Alexander-Dennis Enviro200 MMC,Swindon.png,BluestarOld.png,In Service,
280,HF20 CVD,2020,Alexander-Dennis Enviro200 MMC,Swindon.png,BluestarOld.png,In Service,
281,HJ25 BYS,2025,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
282,HJ25 BYT,2025,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
283,HJ25 BYU,2025,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
284,HJ25 BYV,2025,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
285,HJ25 BYW,2025,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
286,HJ25 BYX,2025,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
287,HJ25 BYY,2025,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
288,HJ25 BYZ,2025,Alexander-Dennis Enviro200 MMC,Bluestar.png,BluestarOld.png,In Service,
371,YN55 NHD,2005,Scania N94UD OmniDekka,events.png,SwindonDecker.png,Reserve,Name - Earl of Devon
372,YN55 NHE,2005,Scania N94UD OmniDekka,events.png,SwindonDecker.png,Reserve,Name - Earl of Dartmouth
373,YN55 NHG,2005,Scania N94UD OmniDekka,events.png,SwindonDecker.png,Reserve,Name - Earl of Plymouth
374,YN55 NHH,2005,Scania N94UD OmniDekka,events.png,SwindonDecker.png,Reserve,Name - City of Exeter
375,YN55 NHJ,2005,Scania N94UD OmniDekka,events.png,SwindonDecker.png,Reserve,Name - River Tamar
376,YN55 NHK,2005,Scania N94UD OmniDekka,events.png,SwindonDecker.png,Reserve,Name - Duke of Cornwall
377,YN55 NHL,2005,Scania N94UD OmniDekka,events.png,SwindonDecker.png,Reserve,Name - Earl of St Germans
378,YN55 NHM,2005,Scania N94UD OmniDekka,events.png,SwindonDecker.png,Reserve,Name - Earl of Mount Edgcumbe
379,YN55 NHO,2005,Scania N94UD OmniDekka,events.png,SwindonDecker.png,Reserve,Name - City of Truro
402,WX60 EEA,2010,Optare Versa,events.png,Swindon.png,Reserve,
502,WX06 JYD,2008,Scania L94UB Wright Solar,Swindon.png,SwindonTRNG.png,Driver Training,
503,WX06 JXR,2008,Scania L94UB Wright Solar,Swindon.png,SwindonTRNG.png,Driver Training,
507,WX06 JYC,2008,Scania L94UB Wright Solar,Swindon.png,SwindonTRNG.png,Driver Training,
514,WX57 TLZ,2008,Scania K230UB Wright Solar,Swindon.png,Swindon.png,In Service,
515,WX57 TLN,2008,Scania K230UB Wright Solar,Swindon.png,Swindon.png,In Service,
516,WX57 TLO,2008,Scania K230UB Wright Solar,Swindon.png,Swindon.png,In Service,
517,WX08 SXD,2008,Scania K230UB Wright Solar,Swindon.png,Swindon.png,In Service,
518,WX57 SXE,2008,Scania K230UB Wright Solar,Swindon.png,Swindon.png,In Service,
519,WX57 SXF,2008,Scania K230UB Wright Solar,Swindon.png,Swindon.png,In Service,
520,XMW 120,2008,Scania K230UB Wright Solar,Swindon.png,Swindon.png,In Service,
521,WX57 SXG,2008,Scania K230UB Wright Solar,Swindon.png,Swindon.png,In Service,
522,WX57 SXH,2008,Scania K230UB Wright Solar,Swindon.png,Swindon.png,In Service,
523,WX57 GJF,2009,Scania K230UB Wright Solar,Swindon.png,Swindon.png,In Service,
524,WX57 GJG,2009,Scania K230UB Wright Solar,Swindon.png,Swindon.png,In Service,
525,WX57 GJJ,2009,Scania K230UB Wright Solar,Swindon.png,Swindon.png,In Service,
526,WX57 GJK,2009,Scania K230UB Wright Solar,Swindon.png,Swindon.png,In Service,
527,WX57 GJO,2009,Scania K230UB Wright Solar,Swindon.png,Swindon.png,In Service,
528,WX57 GJU,2009,Scania K230UB Wright Solar,Swindon.png,Swindon.png,In Service,
901,HF69 CHL,2020,BYD D8UR Alexander-Dennis Enviro200EV,Salisbury.png,SRNew.png,In Service,
902,HF69 CHN,2020,BYD D8UR Alexander-Dennis Enviro200EV,Salisbury.png,SRNew.png,In Service,
903,HF69 CHO,2020,BYD D8UR Alexander-Dennis Enviro200EV,Salisbury.png,SRNew.png,In Service,
1001,YN54 AFK,2004,Scania N94UD OmniDekka,Bluestar.png,BluestarOld.png,In Service,
1002,YN54 AFX,2006,Scania N94UD OmniDekka,Bluestar.png,BluestarOld.png,In Service,
1003,YN54 FFE,2006,Scania N94UD OmniDekka,Bluestar.png,BluestarOld.png,In Service,
1004,YN54 FFK,2006,Scania N94UD OmniDekka,Bluestar.png,BluestarOld.png,In Service,
1005,YN54 FFM,2006,Scania N94UD OmniDekka,Bluestar.png,BluestarOld.png,In Service,
1006,YN54 FFO,2006,Scania N94UD OmniDekka,Bluestar.png,BluestarOld.png,In Service,
1008,YN54 FFR,2006,Scania N94UD OmniDekka,Bluestar.png,BluestarOld.png,In Service,
1013,YN06 JWG,2006,Scania N94UD OmniDekka,events.png,BluestarOld.png,Reserve,
1014,YN06 JWJ,2006,Scania N94UD OmniDekka,More.png,OldMore.png,In Service,
1015,WX57 GJK,2006,Scania N94UD OmniDekka,events.png,SwindonDecker.png,Reserve,
1016,YN06 JWO,2006,Scania N94UD OmniDekka,More.png,OldMore.png,In Service,
1017,YN06 JWU,2006,Scania N94UD OmniDekka,More.png,OldMore.png,In Service,
1018,WX57 GJO,2006,Scania N94UD OmniDekka,events.png,SwindonDecker.png,Reserve,
1019,YN06 JWW,2006,Scania N94UD OmniDekka,More.png,WD1.png,In Service,
1020,YN06 JWX,2006,Scania N94UD OmniDekka,More.png,WD2.png,In Service,
1021,YN06 JWY,2006,Scania N94UD OmniDekka,More.png,RedMore.png,In Service,
1022,YN06 JWZ,2006,Scania N94UD OmniDekka,More.png,RedMore.png,In Service,
1101,HW08 AOP,2008,Scania N270UD OmniCity,More.png,RedMore.png,In Service,
1102,HW08 AOR,2008,Scania N270UD OmniCity,More.png,RecruitingWomen.png,In Service,
1103,HW08 AOS,2008,Scania N270UD OmniCity,More.png,RedMore.png,In Service,
1104,HW08 AOT,2008,Scania N270UD OmniCity,More.png,RedMore.png,In Service,
1105,HW08 ARU,2008,Scania N270UD OmniCity,More.png,RedMore.png,In Service,
1106,HW08 ARX,2008,Scania N270UD OmniCity,More.png,JurassicBreezer.png,In Service,
1107,HW08 ARZ,2008,Scania N270UD OmniCity,More.png,JurassicBreezer.png,In Service,
1108,HW58 ASO,2008,Scania N270UD OmniCity,Damory.png,JurassicBreezer.png,In Service,
1109,HW08 ASU,2008,Scania N270UD OmniCity,More.png,RedMore.png,In Service,
1110,HW08 ASV,2008,Scania N270UD OmniCity,More.png,RedMore.png,In Service,
1111,VDL 744,2008,Scania N270UD OmniCity,SV.png,IslandBreezerGreen.png,In Service,
1112,HW58 ASZ,2008,Scania N270UD OmniCity,Damory.png,DamoryBlue.png,In Service,
1113,HW58 ATF,2008,Scania N270UD OmniCity,Damory.png,DamoryBlue.png,In Service,
1114,HW58 ATK,2008,Scania N270UD OmniCity,More.png,BluestarOld.png,In Service,
1115,HW58 ATN,2008,Scania N270UD OmniCity,More.png,BluestarOld.png,In Service,
1116,HW58 ATO,2008,Scania N270UD OmniCity,Bluestar.png,BluestarOld.png,In Service,
1117,HW58 ATU,2008,Scania N270UD OmniCity,More.png,RedMore.png,In Service,
1118,HF58 GYW,2008,Scania N230UD OmniCity,More.png,More2017.png,In Service,
1119,HF58 GYY,2008,Scania N230UD OmniCity,More.png,More2017.png,In Service,
1120,HF58 GYZ,2008,Scania N230UD OmniCity,More.png,More2017.png,In Service,
1121,HF58 GZA,2008,Scania N230UD OmniCity,More.png,More2017.png,In Service,
1122,HF58 GZB,2008,Scania N230UD OmniCity,More.png,RedMore.png,In Service,
1123,HF58 GZC,2008,Scania N230UD OmniCity,More.png,RedMore.png,In Service,
1124,HF58 GZD,2008,Scania N230UD OmniCity,More.png,RedMore.png,In Service,
1125,HF58 GZP,2008,Scania N230UD OmniCity,Bluestar.png,BluestarOld.png,In Service,
1126,HF58 KCA,2009,Scania N230UD OmniCity,Bluestar.png,BluestarOld.png,In Service,
1127,HF58 KCC,2009,Scania N230UD OmniCity,Bluestar.png,BluestarOld.png,In Service,
1128,HF58 KCE,2009,Scania N230UD OmniCity,Bluestar.png,BluestarOld.png,In Service,
1129,HF58 KCG,2009,Scania N230UD OmniCity,Bluestar.png,BluestarOld.png,In Service,
1130,HF58 KCJ,2009,Scania N230UD OmniCity,Bluestar.png,BluestarOld.png,In Service,
1131,HF58 KCK,2009,Scania N230UD OmniCity,Bluestar.png,BluestarOld.png,In Service,
1132,HF09 BJE,2009,Scania N230UD OmniCity,Salisbury.png,SRNew.png,In Service,
1133,HF09 BJJ,2009,Scania N230UD OmniCity,Salisbury.png,SRNew.png,In Service,
1134,HF09 BJK,2009,Scania N230UD OmniCity,Salisbury.png,SROld.png,In Service,
1135,HF09 BJO,2009,Scania N230UD OmniCity,Salisbury.png,SROld.png,In Service,
1136,HF09 BJU,2009,Scania N230UD OmniCity,Salisbury.png,SROld.png,In Service,
1137,HF09 BJV,2009,Scania N230UD OmniCity,Salisbury.png,SROld.png,In Service,
1138,HF09 BJX,2009,Scania N230UD OmniCity,Salisbury.png,SRNew.png,In Service,
1139,HF09 BJY,2009,Scania N230UD OmniCity,Salisbury.png,SRNew.png,In Service,
1140,HF09 BJZ,2009,Scania N230UD OmniCity,Salisbury.png,SRNew.png,In Service,
1141,HF09 BKA,2009,Scania N230UD OmniCity,Salisbury.png,RecruitingWomen.png,In Service,
1142,HW09 BBU,2009,Scania N270UD OmniCity,More.png,RedMore.png,In Service,
1143,HW09 BBV,2009,Scania N270UD OmniCity,Damory.png,JurassicBreezer.png,In Service,
1144,HW09 BBX,2009,Scania N270UD OmniCity,Damory.png,DamoryBlue.png,In Service,
1145,HW09 BBZ,2009,Scania N270UD OmniCity,Damory.png,DamoryBlue.png,In Service,
1146,HW09 BCE,2009,Scania N270UD OmniCity,Damory.png,JurassicBreezer.png,In Service,
1147,HW09 BCF,2009,Scania N270UD OmniCity,More.png,More2017.png,In Service,
1148,HW09 BCK,2009,Scania N270UD OmniCity,More.png,More2017.png,In Service,
1149,HW09 BCO,2009,Scania N270UD OmniCity,More.png,More2017.png,In Service,
1150,HW09 BCU,2009,Scania N270UD OmniCity,More.png,More2017.png,In Service,
1151,HW09 BCV,2009,Scania N270UD OmniCity,More.png,More2017.png,In Service,
1152,HW09 BAA,2009,Scania N270UD OmniCity,More.png,More2017.png,In Service,
1191,HF58 GZE,2008,Scania N230UD OmniCity,More.png,More2017.png,In Service,
1192,HF58 GZG,2008,Scania N230UD OmniCity,More.png,More2017.png,In Service,
1193,HF58 GZH,2008,Scania N230UD OmniCity,More.png,More2017.png,In Service,
1194,HF58 GHJ,2008,Scania N230UD OmniCity,More.png,More2017.png,In Service,
1195,HF58 GHK,2008,Scania N230UD OmniCity,More.png,More2017.png,In Service,
1196,HF58 GZL,2008,Scania N230UD OmniCity,More.png,RedMore.png,In Service,
1197,HF58 GZM,2008,Scania N230UD OmniCity,More.png,More2017.png,In Service,
1198,HF58 GZN,2008,Scania N230UD OmniCity,More.png,More2017.png,In Service,
1199,HF58 GZO,2008,Scania N230UD OmniCity,More.png,More2017.png,In Service,
1201,HF18 FDU,2018,Alexander-Dennis Enviro400 MMC,Unilink.png,ULRed.png,In Service,
1202,HF18 FDU,2018,Alexander-Dennis Enviro400 MMC,Unilink.png,ULRed.png,In Service,
1203,HF18 FDX,2018,Alexander-Dennis Enviro400 MMC,Unilink.png,ULRed.png,In Service,
1204,HF18 FDY,2018,Alexander-Dennis Enviro400 MMC,Unilink.png,ULRed.png,In Service,
1205,HF18 FDZ,2018,Alexander-Dennis Enviro400 MMC,Unilink.png,ULRed.png,In Service,
1206,HF18 FEG,2018,Alexander-Dennis Enviro400 MMC,Unilink.png,ULRed.png,In Service,
1207,HF18 FEH,2018,Alexander-Dennis Enviro400 MMC,Unilink.png,ULRed.png,In Service,
1208,HF18 FEJ,2018,Alexander-Dennis Enviro400 MMC,Unilink.png,ULRed.png,In Service,
1209,HF18 FEK,2018,Alexander-Dennis Enviro400 MMC,Unilink.png,ULBlue.png,In Service,
1210,HF18 FEM,2018,Alexander-Dennis Enviro400 MMC,Unilink.png,ULBlue.png,In Service,
1211,HF18 FEO,2018,Alexander-Dennis Enviro400 MMC,Unilink.png,ULBlue.png,In Service,
1212,HF18 FEP,2018,Alexander-Dennis Enviro400 MMC,Unilink.png,ULBlue.png,In Service,
1213,HF18 FET,2018,Alexander-Dennis Enviro400 MMC,Unilink.png,ULBlue.png,In Service,
1214,HF18 FEU,2018,Alexander-Dennis Enviro400 MMC,Unilink.png,ULBlue.png,In Service,
1215,HF18 FEV,2018,Alexander-Dennis Enviro400 MMC,Unilink.png,ULBlue.png,In Service,
1216,HF18 FEX,2018,Alexander-Dennis Enviro400 MMC,Unilink.png,ULBlue.png,In Service,
1217,HF18 FFA,2018,Alexander-Dennis Enviro400 MMC,Unilink.png,ULOrange.png,In Service,
1218,HF18 FFC,2018,Alexander-Dennis Enviro400 MMC,Unilink.png,ULOrange.png,In Service,
1219,HF18 FFD,2018,Alexander-Dennis Enviro400 MMC,Unilink.png,ULOrange.png,In Service,
1220,HF18 FFE,2018,Alexander-Dennis Enviro400 MMC,Unilink.png,ULOrange.png,In Service,
1221,HF18 FFG,2018,Alexander-Dennis Enviro400 MMC,Unilink.png,ULOrange.png,In Service,
1222,HF18 FFH,2018,Alexander-Dennis Enviro400 MMC,Unilink.png,ULOrange.png,In Service,
1223,HF18 FFJ,2018,Alexander-Dennis Enviro400 MMC,Unilink.png,ULOrange.png,In Service,
1224,HF18 FFK,2018,Alexander-Dennis Enviro400 MMC,Unilink.png,ULOrange.png,In Service,
1225,HF18 FFL,2018,Alexander-Dennis Enviro400 MMC,Unilink.png,ULGreen.png,In Service,
